question,exp,cop,opa,opb,opc,opd,subject_name,topic_name,id,choice_type
Type II bipolar disorder includes a combination:,"Ans. a. Hypomania + depression Type If bipolar disorder includes a combination Hypomania and depression.Bipolar Mood (Affective) Disorder* Bipolar disorder or mania depressive psychosis is characterized by unpredictable swings in mood from mania (or hypomania) to depression at different times and in the intervening period, patient may be normal(r).Bipolar Type 1Bipolar Type II* Characterized by clinical course of >1 manic (severe) episodes and sometimes major (severe) depressive episodes (i.e. recurrent manic episodes with or with out depression).* Characterized by episodes of major (severe) depression and hypomania (not requiring hospitalization} rather than mania.",1,Hypomania + depression,Hypomania + subsyndromal depression,Mania + subsyndromal depression,Hypomania + dysthymia,Psychiatry,Bipolar Disorder,758ffdce-84bd-4a94-ad1f-1e7b24b0ca41,single
Therapeutic exposure is a form of,"Main line of management for phobias is psychological management The main management is exposure which can be done in several ways which is explained below SYSTEMATIC DESENSITIZATION JOSEPH WOLPE Joseph Wolpe gave the concept of systematic desensitization This is a treatment used in phobia In phobia there is a conditioned fear response to aversive neutral stimulus and avoidance of that response leads to phobia Whenever there is a fear response there is stimulation of sympathetic system In that case stimulation of parasympathetic system by relaxation there is reduction in anxiety First step is to make a step ladder which are arranged based on the severity Then is go step by step and along with doing applied relaxation Slowly the the sympathetic system is reduced The patient will be able to approach stimulus without anxiety Ref.Kaplon and sadock, synopsis of psychiatry, 11 th edition, pg no. 398",1,Behaviour therapy,Psychoanalysis,Cognitive therapy,Suppoive therapy,Psychiatry,Treatment in psychiatry,20b1e008-9540-42c4-b375-2ad6f0b24cb4,single
Best indication for ECT is:,"A ref: Ahuja, 4th/ep. 71-184 and 5th/e p. 205",1,Depression with suicidal tendencies,Mania,Hysteria,Schizophrenia,Psychiatry,Treatment,fd8dbb96-8a75-40da-b40c-08416cb7878c,single
Which of the following symptoms must be present for the diagnosis of depressive disorders?,"According to DMS - IV and DSM - V, to diagnose depression at least one of the following two symptoms should be present (1) Depressed mood (2) Loss of interest or pleasure",1,Loss of interest or pleasure,Recurrent suicidal tendencies,Insomnia,Indecisiveness,Psychiatry,Mood Disorders,d355f6e4-a741-4e5d-b7e5-85ed1772004b,single
"An IT employee after taking up the job is feeling guilty, hopeless and not able to concentrate on work. His symptoms started 3 years back when he entered college. Likely diagnosis?","ANS. BSymptoms of hopelessness, guilt and loss of concentration for more than 2 years is called dysthymia.",2,Depressive disorder,Dysthymia,Adjustment disorder,Cyclothymia,Psychiatry,Anxiety & Stress,2909d8a6-84e8-4430-b627-7f0a3a1cf175,single
A Clinical sign of mania is?,"Ans. D. Flights of ideas. (Ref: Kaplan & Sadock's Synopsis of Psychiatry, Xth/Ch.15.1, Page no, 535, Table 15.1-6)A Clinical sign of mania is Flights of ideas.Discussion:Cardinal features of Mania '.Mnemonic: DIG FAST# Distractibilty# Indiscretion (DSM-IV's excessive involvement in pleasurable activities)# Grandiosity# Flight of ideas# Activity increases# Sleep need decreased (sleep deficit)# Talkativeness (Pressured sleep)Catatonic schizophrenia is characterized by marked psychomotor disturbances including prolonged immobility, posturing, extreme negativism (the patient actively resists any attempts made to change his or her position) or waxy flexibility (the patient maintains the position in which he or she is placed), mutism, echolalia (repetition of words said by another person), and echopraxia (repetition of movements made by another person). Periods of immobility and mutism can alternate with periods of extreme agitation (catatonic excitement).Neologismis a fabricated word made up by the patient, which is usually a combination of existing words.Perseverationoften associated with cognitive disorders, refers to a response that persists even after a new stimulus has been introduced--for example, a patient asked to repeat the phrase ""no ifs, ands, or buts"" responds by saying, ""no ifs, ifs, ifs, ifs.""Flight of ideasis a disorder of thinking in which the patient expresses thoughts very rapidly, with constant shifting from one idea to another, though the ideas are often connected.Echolaliarefers to the repetition of the examiner's words or phrases by the patient.Additional Educational points:# Disturbances of thought continuity include circumstantiality, tangentiality, clang association, loose associations, derailment, and echolalia.# Circumstantiality: indicates the loss of a goal-directed thought process: the patient brings in many irrelevant details and comments, but eventually will get back to the point.",4,Neologism,Perservation,Echolalia,Flights of ideas,Psychiatry,Mood Disorders,040676b5-4ab0-4c15-884b-433e332d5ccb,single
Treatment of choice of bipolar mood disorder -,"Ans. is 'B' i.e., Lithium Bipolar mood disorders o Bipolar mood disorder or manic-depressive illness is a psychiatric illness characterized by shifts in mood from mania on one extreme to depression on the other hand. o When 4 or more episodes occur in one year, it is referred as rapid cycling. Treatment of bipolar disorder ""Lithium carbonate is the mainstay of treatment in bipolar disorder, although sodium valproate and olanzapine are equally effictive in acute mania, as is iamotrigine in the depressed phase "" - Harrison. Other drugs used in bipolar disorder o Carbamazepine - Used for acute mania as well as bipolar illness, o Valproate - Particularly useful for rapid cyclers. o Atypical antipsycho tics -Olanzapine, risperidone, aripiprazole or quetiapine with or without benzodiazepine is the treatment of choice for acute mania. o Lamotrigine - Useful in rapidcycling bipolar depression. o Topiramiate and Gapapentin have shown some prophylactic effect in bipolar disorder. Remember o DOC for prophylaxis in bipolar disorder -->>Lithium o DOC for acute mania - Olanzapine or other atypical antipsychotics with or without BZDs.",2,Imipramine,Lithium,Chlorpromazine,Fluoxetine,Psychiatry,Bipolar Disorder,1ffb3601-25ae-4046-8018-ad54fb97f825,single
Delusion is a disorder of?,Ans. (a) ThoughtRef. Kaplan 9th ed. /281,1,Thought,Personality,Memory,Cognition,Psychiatry,Symptoms & Signs ,029c6619-e9b6-4e10-8f21-8f2636768a3a,single
"According to the ICD-10 revision, for establishing a diagnosis of mania, the symptoms should persist for at least:","Ans. a. 1 week (Ref: Niraj Alhuja 6/e p75- 76)According to the ICD-10 revision, for establishing a diagnosis of mania, the symptoms should persist for at least 1 week.Diagnostic Criteria of Manic EpisodeAbnormality and persistently elevated, irritable or expensive mood for >1 weekQ or need hospitalization>=3 of these hyperactivities:Decreased need of sleepsIncrease in goal orientated activityQ (social, spiritual, sexual, religious)Excessive involvement in pleasurable activitiesQ (unrestrained buying sprees, foolish business investments, donations or sexual indiscretion) that have a higher potential for painful consequencesMore talkative or pressure to keep talkingQInflated self esteem or grandiosityQDistractibilityQFlight of ideas or racing thoughtsQ",1,1 week,2 weeks,3 weeks,4 weeks,Psychiatry,Bipolar Disorder,a57bc4ab-c7e7-4791-b0f3-16c578b681a1,single
Phobia in elevator is an example of?,"Ans. is 'c' i.e., Claustrophobia Specific phobiasi) Claustrophobia: - Fear of closed spacesviii) Erythrophobia : - Fear of blushingii) Aero/Aerophobia: - Fear of high placesix) Sitophobia : - Fear of eatingiii) Zoophobia : - Fear of animalsx) Pyrophobia : - Fear of fireiv) Xenophobia : - Fear of strangersxi) Ailurophobia : - Fear of catsv) Algophobia: - Fears of painxii) Sitaphobia :- Fear of dogsvi) Thanatophobia : - Fear of deathxiii) Hydrophobia : - Fear of watervii) Mysophobia : - Fear of dirt 8c germs",3,Acrophobia,Social phobia,Claustrophobia,Algophobia,Psychiatry,Anxiety & Stress,e573d539-5fda-4e90-84a3-6c92ad4ddbbc,single
A student unable to deliver speech before audience is suffering from,"Social phobia is an example of irrational fear of activities or social interaction, characterised by an irrational fear or social interaction, characterised by an irrational fear of performing activities in the presence of other people or interacting with others. The patient is afraid of his own actions being viewed by others critically, resulting in embarrassment or humiliation. (Ref: a sho textbook of psychiatry, Niraj Ahuja,7th edition, pg no 93)",1,Social phobia,OCD,Agoraphobia,Claustrophobia,Psychiatry,Anxiety disorders stress disorders and grief,45bcd114-0e13-4547-98d6-3e94677fa0a8,single
Which of the following is characteristic of a dissociative disorder?,"In conversion or dissociative disorders, there is a loss or disturbance of normal motor or sensory function which initially appears to have a neurological or other physical cause but is later attributed to a psychological cause there are several presentations of dissosiative disorders namely dissosiative amnesia dissosiative fugue dissosiative identity disorder dissosiative possesion/trance Clinical features: Amnesia: Memory loss, most often for recent events, not attributable to organic mental disorder, and too severe to attribute to ordinary forgetfulness. Usually patchy and selective amnesia--true global amnesia is rare. There is an expectation of recovery and usually, a history of recent traumatic event gradually emerges. Others: Paralysis, Loss of speech, Sensory loss, Seizures and Fugue Reference: Oxford Textbook of Psychiatry; 3rd edition; Chapter 19; Conversion (Dissociative) Disorders",1,Amnesia,Depression,Phobia,Paranoia,Psychiatry,Anxiety disorders stress disorders and grief,2cc53fcb-9b66-46ed-957a-33288833c959,single
